temp_Celsius,time_dayofweek,time_year,time_month,time_dayofmonth,time_hour,rain_1h,snow_1h,clouds_all,traffic_volume
15.129999999999995,1,2012,10,2,9,0.0,0.0,40,5545
16.210000000000036,1,2012,10,2,10,0.0,0.0,75,4516
16.430000000000007,1,2012,10,2,11,0.0,0.0,90,4767
16.980000000000018,1,2012,10,2,12,0.0,0.0,90,5026
17.99000000000001,1,2012,10,2,13,0.0,0.0,75,4918
18.57000000000005,1,2012,10,2,14,0.0,0.0,1,5181
20.02000000000004,1,2012,10,2,15,0.0,0.0,1,5584
20.710000000000036,1,2012,10,2,16,0.0,0.0,1,6015
20.99000000000001,1,2012,10,2,17,0.0,0.0,20,5791
19.950000000000045,1,2012,10,2,18,0.0,0.0,20,4770
17.82000000000005,1,2012,10,2,19,0.0,0.0,20,3539
16.230000000000018,1,2012,10,2,20,0.0,0.0,1,2784
15.460000000000036,1,2012,10,2,21,0.0,0.0,1,2361
14.010000000000048,1,2012,10,2,22,0.0,0.0,1,1529
12.300000000000011,1,2012,10,2,23,0.0,0.0,1,963
11.480000000000018,2,2012,10,3,0,0.0,0.0,1,506
10.32000000000005,2,2012,10,3,1,0.0,0.0,1,321
8.03000000000003,2,2012,10,3,2,0.0,0.0,1,273
7.939999999999998,2,2012,10,3,3,0.0,0.0,1,367
6.3799999999999955,2,2012,10,3,4,0.0,0.0,1,814
5.470000000000027,2,2012,10,3,5,0.0,0.0,1,2718
5.080000000000041,2,2012,10,3,6,0.0,0.0,1,5673
4.970000000000027,2,2012,10,3,8,0.0,0.0,1,6511
9.330000000000041,2,2012,10,3,9,0.0,0.0,1,5471
18.82000000000005,2,2012,10,3,12,0.0,0.0,1,5097
20.08000000000004,2,2012,10,3,13,0.0,0.0,1,4887
21.160000000000025,2,2012,10,3,14,0.0,0.0,1,5337
22.02000000000004,2,2012,10,3,15,0.0,0.0,1,5692
21.980000000000018,2,2012,10,3,16,0.0,0.0,1,6137
20.510000000000048,2,2012,10,3,18,0.0,0.0,20,4623
17.5,2,2012,10,3,19,0.0,0.0,20,3591
15.04000000000002,2,2012,10,3,20,0.0,0.0,20,2898
13.950000000000045,2,2012,10,3,21,0.0,0.0,1,2637
13.100000000000023,2,2012,10,3,22,0.0,0.0,1,1777
12.110000000000014,2,2012,10,3,23,0.0,0.0,1,1015
11.400000000000034,3,2012,10,4,0,0.0,0.0,1,598
10.32000000000005,3,2012,10,4,1,0.0,0.0,1,369
10.020000000000039,3,2012,10,4,2,0.0,0.0,1,312
8.890000000000043,3,2012,10,4,3,0.0,0.0,1,367
8.54000000000002,3,2012,10,4,4,0.0,0.0,1,835
8.170000000000016,3,2012,10,4,5,0.0,0.0,1,2726
7.590000000000032,3,2012,10,4,6,0.0,0.0,1,5689
7.420000000000016,3,2012,10,4,7,0.0,0.0,1,6990
8.710000000000036,3,2012,10,4,8,0.0,0.0,1,5985
11.830000000000041,3,2012,10,4,9,0.0,0.0,1,5309
16.03000000000003,3,2012,10,4,10,0.0,0.0,1,4603
18.400000000000034,3,2012,10,4,11,0.0,0.0,1,4884
21.82000000000005,3,2012,10,4,12,0.0,0.0,1,5104
23.230000000000018,3,2012,10,4,13,0.0,0.0,1,5178
24.170000000000016,3,2012,10,4,14,0.0,0.0,1,5501
25.02000000000004,3,2012,10,4,15,0.0,0.0,1,5713
24.910000000000025,3,2012,10,4,16,0.0,0.0,20,6292
24.52000000000004,3,2012,10,4,17,0.0,0.0,20,6057
23.210000000000036,3,2012,10,4,18,0.0,0.0,40,4907
20.700000000000045,3,2012,10,4,19,0.0,0.0,40,3503
19.28000000000003,3,2012,10,4,20,0.0,0.0,40,3037
18.620000000000005,3,2012,10,4,21,0.0,0.0,75,2822
18.210000000000036,3,2012,10,4,22,0.0,0.0,75,1992
17.970000000000027,3,2012,10,4,23,0.0,0.0,75,1166
17.480000000000018,4,2012,10,5,0,0.0,0.0,75,627
17.310000000000002,4,2012,10,5,1,0.0,0.0,40,388
16.110000000000014,4,2012,10,5,3,0.0,0.0,0,368
10.060000000000002,4,2012,10,5,5,0.0,0.0,75,2489
9.090000000000032,4,2012,10,5,6,0.0,0.0,90,5537
8.54000000000002,4,2012,10,5,7,0.0,0.0,90,6628
7.420000000000016,4,2012,10,5,8,0.0,0.0,90,5534
6.8700000000000045,4,2012,10,5,9,0.0,0.0,75,5403
6.960000000000036,4,2012,10,5,10,0.0,0.0,75,4770
6.850000000000023,4,2012,10,5,11,0.0,0.0,90,5217
7.3799999999999955,4,2012,10,5,12,0.0,0.0,90,5870
8.28000000000003,4,2012,10,5,13,0.0,0.0,75,5967
8.629999999999995,4,2012,10,5,14,0.0,0.0,90,6108
8.760000000000048,4,2012,10,5,15,0.0,0.0,90,6128
8.580000000000041,4,2012,10,5,16,0.0,0.0,90,6069
8.270000000000039,4,2012,10,5,17,0.0,0.0,90,6169
7.720000000000027,4,2012,10,5,18,0.0,0.0,90,5384
7.0,4,2012,10,5,19,0.0,0.0,90,4063
6.6299999999999955,4,2012,10,5,20,0.0,0.0,90,3364
6.5,4,2012,10,5,21,0.0,0.0,75,2971
6.07000000000005,4,2012,10,5,22,0.0,0.0,40,2450
5.910000000000025,4,2012,10,5,23,0.0,0.0,40,1832
5.660000000000025,5,2012,10,6,0,0.0,0.0,90,1231
5.400000000000034,5,2012,10,6,1,0.0,0.0,90,718
5.439999999999998,5,2012,10,6,2,0.0,0.0,90,545
3.840000000000032,5,2012,10,6,4,0.0,0.0,75,411
3.2000000000000455,5,2012,10,6,5,0.0,0.0,20,688
2.25,5,2012,10,6,6,0.0,0.0,1,1352
2.0200000000000387,5,2012,10,6,7,0.0,0.0,1,2072
1.8400000000000318,5,2012,10,6,8,0.0,0.0,1,3342
1.9399999999999977,5,2012,10,6,9,0.0,0.0,40,4258
3.730000000000018,5,2012,10,6,10,0.0,0.0,20,4861
4.890000000000043,5,2012,10,6,11,0.0,0.0,20,5191
5.930000000000007,5,2012,10,6,12,0.0,0.0,40,5669
6.970000000000027,5,2012,10,6,13,0.0,0.0,75,5074
7.100000000000023,5,2012,10,6,14,0.0,0.0,75,5025
6.850000000000023,5,2012,10,6,15,0.0,0.0,75,5153
5.910000000000025,5,2012,10,6,16,0.0,0.0,90,5024
5.760000000000048,5,2012,10,6,17,0.0,0.0,90,4779
5.240000000000009,5,2012,10,6,18,0.0,0.0,90,4362
5.010000000000048,5,2012,10,6,19,0.0,0.0,90,3860
5.010000000000048,5,2012,10,6,20,0.0,0.0,90,3160
4.78000000000003,5,2012,10,6,21,0.0,0.0,90,2992
3.75,5,2012,10,6,22,0.0,0.0,90,3202
3.1899999999999977,5,2012,10,6,23,0.0,0.0,75,1941
2.9600000000000364,6,2012,10,7,0,0.0,0.0,75,1233
2.580000000000041,6,2012,10,7,3,0.0,0.0,90,323
2.5,6,2012,10,7,4,0.0,0.0,90,312
2.3600000000000136,6,2012,10,7,5,0.0,0.0,75,627
1.900000000000034,6,2012,10,7,6,0.0,0.0,90,1508
1.6200000000000045,6,2012,10,7,7,0.0,0.0,90,1539
1.6200000000000045,6,2012,10,7,8,0.0,0.0,75,2232
2.400000000000034,6,2012,10,7,9,0.0,0.0,75,4568
3.090000000000032,6,2012,10,7,10,0.0,0.0,75,4624
3.8600000000000136,6,2012,10,7,11,0.0,0.0,90,4529
4.28000000000003,6,2012,10,7,12,0.0,0.0,90,5139
5.300000000000011,6,2012,10,7,13,0.0,0.0,90,6640
6.1200000000000045,6,2012,10,7,14,0.0,0.0,90,6589
6.1200000000000045,6,2012,10,7,15,0.0,0.0,90,4429
6.2900000000000205,6,2012,10,7,16,0.0,0.0,90,4329
6.170000000000016,6,2012,10,7,17,0.0,0.0,90,3833
6.1200000000000045,6,2012,10,7,18,0.0,0.0,90,4015
4.960000000000036,6,2012,10,7,19,0.0,0.0,90,3382
3.640000000000043,6,2012,10,7,20,0.0,0.0,75,2815
2.580000000000041,6,2012,10,7,21,0.0,0.0,90,2110
1.7300000000000182,6,2012,10,7,22,0.0,0.0,75,1555
0.7700000000000387,6,2012,10,7,23,0.0,0.0,20,959
-0.06999999999999318,0,2012,10,8,0,0.0,0.0,20,455
-0.5299999999999727,0,2012,10,8,1,0.0,0.0,20,336
-1.3700000000000045,0,2012,10,8,2,0.0,0.0,1,265
-2.099999999999966,0,2012,10,8,3,0.0,0.0,1,314
-2.519999999999982,0,2012,10,8,4,0.0,0.0,1,779
-2.819999999999993,0,2012,10,8,5,0.0,0.0,1,2571
-3.5399999999999636,0,2012,10,8,6,0.0,0.0,20,5563
-3.1399999999999864,0,2012,10,8,7,0.0,0.0,20,6676
-1.919999999999959,0,2012,10,8,8,0.0,0.0,20,5966
0.5600000000000023,0,2012,10,8,9,0.0,0.0,20,4832
3.6200000000000045,0,2012,10,8,10,0.0,0.0,20,4395
6.32000000000005,0,2012,10,8,11,0.0,0.0,20,4411
6.689999999999998,0,2012,10,8,12,0.0,0.0,1,4648
9.189999999999998,0,2012,10,8,13,0.0,0.0,40,4602
9.79000000000002,0,2012,10,8,14,0.0,0.0,40,5125
10.330000000000041,0,2012,10,8,15,0.0,0.0,1,5502
11.180000000000007,0,2012,10,8,16,0.0,0.0,1,5979
11.330000000000041,0,2012,10,8,17,0.0,0.0,40,5663
11.080000000000041,0,2012,10,8,18,0.0,0.0,40,4259
8.840000000000032,0,2012,10,8,19,0.0,0.0,20,3069
6.660000000000025,0,2012,10,8,20,0.0,0.0,1,2378
6.2000000000000455,0,2012,10,8,21,0.0,0.0,1,2030
5.75,0,2012,10,8,22,0.0,0.0,1,1400
5.310000000000002,0,2012,10,8,23,0.0,0.0,1,917
4.6299999999999955,1,2012,10,9,0,0.0,0.0,1,515
4.1200000000000045,1,2012,10,9,1,0.0,0.0,1,302
4.32000000000005,1,2012,10,9,2,0.0,0.0,1,251
3.82000000000005,1,2012,10,9,4,0.0,0.0,20,798
3.3700000000000045,1,2012,10,9,5,0.0,0.0,40,2678
3.4500000000000455,1,2012,10,9,6,0.0,0.0,40,5733
4.160000000000025,1,2012,10,9,7,0.0,0.0,75,6449
5.230000000000018,1,2012,10,9,8,0.0,0.0,90,5765
6.2000000000000455,1,2012,10,9,9,0.0,0.0,90,5599
8.220000000000027,1,2012,10,9,10,0.0,0.0,90,4534
9.960000000000036,1,2012,10,9,11,0.0,0.0,90,4691
10.930000000000007,1,2012,10,9,12,0.0,0.0,75,5067
11.990000000000009,1,2012,10,9,13,0.0,0.0,75,5030
13.200000000000045,1,2012,10,9,14,0.0,0.0,90,5300
14.080000000000041,1,2012,10,9,15,0.0,0.0,100,5777
15.379999999999995,1,2012,10,9,16,0.0,0.0,90,6349
17.220000000000027,1,2012,10,9,17,0.0,0.0,90,6127
16.980000000000018,1,2012,10,9,18,0.0,0.0,90,4460
15.710000000000036,1,2012,10,9,19,0.0,0.0,75,3418
14.210000000000036,1,2012,10,9,20,0.0,0.0,90,2775
11.960000000000036,1,2012,10,9,21,0.0,0.0,90,2306
10.310000000000002,1,2012,10,9,22,0.0,0.0,90,1846
9.300000000000011,1,2012,10,9,23,0.0,0.0,90,947
8.730000000000018,2,2012,10,10,0,0.0,0.0,90,494
8.629999999999995,2,2012,10,10,1,0.0,0.0,90,332
7.939999999999998,2,2012,10,10,2,0.0,0.0,75,261
8.020000000000039,2,2012,10,10,3,0.0,0.0,90,361
8.100000000000023,2,2012,10,10,6,0.0,0.0,92,5875
8.100000000000023,2,2012,10,10,7,0.0,0.0,99,6793
8.100000000000023,2,2012,10,10,7,0.0,0.0,99,6793
6.9500000000000455,2,2012,10,10,8,0.0,0.0,99,6283
6.9500000000000455,2,2012,10,10,8,0.0,0.0,99,6283
6.460000000000036,2,2012,10,10,9,0.0,0.0,99,5680
6.460000000000036,2,2012,10,10,9,0.0,0.0,99,5680
6.520000000000039,2,2012,10,10,10,0.0,0.0,99,4632
7.0400000000000205,2,2012,10,10,11,0.0,0.0,1,4887
8.939999999999998,2,2012,10,10,12,0.0,0.0,75,5030
9.110000000000014,2,2012,10,10,13,0.0,0.0,75,5067
8.900000000000034,2,2012,10,10,14,0.0,0.0,90,5227
8.439999999999998,2,2012,10,10,15,0.0,0.0,90,5610
8.080000000000041,2,2012,10,10,16,0.0,0.0,81,6286
9.450000000000045,2,2012,10,10,18,0.0,0.0,81,4775
9.450000000000045,2,2012,10,10,19,0.0,0.0,81,3340
9.450000000000045,2,2012,10,10,20,0.0,0.0,81,3013
9.450000000000045,2,2012,10,10,21,0.0,0.0,81,2603
9.450000000000045,2,2012,10,10,22,0.0,0.0,81,1910
9.450000000000045,2,2012,10,10,23,0.0,0.0,81,1037
0.75,3,2012,10,11,1,0.0,0.0,1,347
1.25,3,2012,10,11,3,0.0,0.0,75,350
0.9000000000000341,3,2012,10,11,4,0.0,0.0,75,850
0.5600000000000023,3,2012,10,11,5,0.0,0.0,40,2791
-0.48999999999995225,3,2012,10,11,6,0.0,0.0,1,5809
-0.5,3,2012,10,11,7,0.0,0.0,1,6798
-0.6299999999999955,3,2012,10,11,8,0.0,0.0,1,6304
2.0400000000000205,3,2012,10,11,9,0.0,0.0,20,5291
2.1899999999999977,3,2012,10,11,10,0.0,0.0,1,4638
10.950000000000045,3,2012,10,11,14,0.0,0.0,50,5557
10.950000000000045,3,2012,10,11,15,0.0,0.0,50,5818
10.629999999999995,3,2012,10,11,16,0.0,0.0,75,6272
10.370000000000005,3,2012,10,11,17,0.0,0.0,75,5944
10.170000000000016,3,2012,10,11,18,0.0,0.0,90,4949
8.910000000000025,3,2012,10,11,19,0.0,0.0,90,3511
8.800000000000011,3,2012,10,11,20,0.0,0.0,90,3039
8.660000000000025,3,2012,10,11,21,0.0,0.0,90,2679
9.010000000000048,3,2012,10,11,22,0.0,0.0,90,2094
9.379999999999995,3,2012,10,11,23,0.0,0.0,90,1284
10.760000000000048,4,2012,10,12,0,0.0,0.0,90,630
11.490000000000009,4,2012,10,12,1,0.0,0.0,90,410
11.460000000000036,4,2012,10,12,2,0.0,0.0,90,331
10.03000000000003,4,2012,10,12,3,0.0,0.0,72,372
9.110000000000014,4,2012,10,12,4,0.0,0.0,72,739
7.6200000000000045,4,2012,10,12,5,0.0,0.0,72,2561
5.3799999999999955,4,2012,10,12,6,0.0,0.0,75,5586
4.490000000000009,4,2012,10,12,7,0.0,0.0,75,6992
4.75,4,2012,10,12,8,0.0,0.0,90,5860
5.03000000000003,4,2012,10,12,9,0.0,0.0,90,5230
6.140000000000043,4,2012,10,12,10,0.0,0.0,75,4864
7.300000000000011,4,2012,10,12,11,0.0,0.0,75,5146
7.800000000000011,4,2012,10,12,12,0.0,0.0,40,5526
8.590000000000032,4,2012,10,12,13,0.0,0.0,40,5383
8.689999999999998,4,2012,10,12,14,0.0,0.0,75,5758
9.300000000000011,4,2012,10,12,15,0.0,0.0,75,5889
9.050000000000011,4,2012,10,12,16,0.0,0.0,75,6057
8.390000000000043,4,2012,10,12,17,0.0,0.0,40,6028
7.060000000000002,4,2012,10,12,18,0.0,0.0,20,5257
9.050000000000011,4,2012,10,12,23,0.0,0.0,56,1897
-0.5699999999999932,5,2012,10,13,0,0.0,0.0,1,1335
-1.089999999999975,5,2012,10,13,1,0.0,0.0,1,769
-2.159999999999968,5,2012,10,13,2,0.0,0.0,1,570
-2.859999999999957,5,2012,10,13,3,0.0,0.0,20,413
-3.669999999999959,5,2012,10,13,4,0.0,0.0,1,399
-3.8799999999999955,5,2012,10,13,5,0.0,0.0,1,740
-4.239999999999952,5,2012,10,13,6,0.0,0.0,1,1420
-4.169999999999959,5,2012,10,13,7,0.0,0.0,75,2220
-3.919999999999959,5,2012,10,13,8,0.0,0.0,40,3479
-0.5399999999999636,5,2012,10,13,9,0.0,0.0,40,4546
3.6299999999999955,5,2012,10,13,10,0.0,0.0,20,4579
6.07000000000005,5,2012,10,13,11,0.0,0.0,1,4438
7.2000000000000455,5,2012,10,13,12,0.0,0.0,1,4623
8.660000000000025,5,2012,10,13,13,0.0,0.0,1,4440
9.900000000000034,5,2012,10,13,14,0.0,0.0,1,4495
10.810000000000002,5,2012,10,13,15,0.0,0.0,1,4483
11.379999999999995,5,2012,10,13,16,0.0,0.0,1,4591
11.29000000000002,5,2012,10,13,17,0.0,0.0,1,4477
10.490000000000009,5,2012,10,13,18,0.0,0.0,1,4221
8.700000000000045,5,2012,10,13,19,0.0,0.0,20,3672
8.230000000000018,5,2012,10,13,20,0.0,0.0,1,3015
8.689999999999998,5,2012,10,13,21,0.0,0.0,75,2769
9.080000000000041,5,2012,10,13,22,0.0,0.0,90,2875
9.03000000000003,5,2012,10,13,23,0.0,0.0,90,1931
9.340000000000032,6,2012,10,14,0,0.0,0.0,90,1309
9.390000000000043,6,2012,10,14,1,0.0,0.0,90,870
